attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
80,9.78,5,99,7.1,19.95,Low,Student shows overall stability
77,5.63,19,54,6.6,59.94,High,Student shows overall stability
65,7.36,19,67,4.9,59.42,High,Student shows overall stability
76,6.18,12,59,6.0,54.4,High,Student shows overall stability
20,3.64,65,7,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,5.58,46,52,6.6,74.57,High,Student shows overall stability
55,5.41,60,1,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
57,3.15,85,24,3.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,9.18,5,100,7.8,9.42,Low,Student shows overall stability
79,6.53,40,67,5.0,64.41,High,Student shows overall stability
74,6.87,19,78,6.2,51.77,High,Student shows overall stability
44,1.01,110,22,1.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
85,7.62,5,93,10.0,23.4,Low,Student shows overall stability
72,5.55,37,77,6.1,68.61,High,Student shows overall stability
41,1.13,75,40,0.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
88,9.65,0,89,8.5,12.54,Low,Student shows overall stability
62,6.7,15,70,6.3,59.0,High,Low attendance
22,4.45,61,36,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
19,3.52,40,44,2.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
93,9.44,7,91,7.1,17.17,Low,Student shows overall stability
69,7.02,37,53,6.7,66.51,High,Student shows overall stability
96,8.13,8,81,8.8,20.51,Low,Student shows overall stability
50,5.01,108,34,0.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
81,8.24,9,97,8.7,26.86,Medium,Student shows overall stability
82,8.15,0,80,7.3,25.79,Medium,Student shows overall stability
68,6.73,41,53,5.6,72.73,High,Student shows overall stability
31,3.72,40,34,1.2,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
95,8.56,0,84,7.4,16.62,Low,Student shows overall stability
90,9.33,4,100,8.6,13.28,Low,Student shows overall stability
99,9.55,1,95,9.0,5.99,Low,Student shows overall stability
63,6.87,48,64,4.8,77.78,High,Low attendance
100,8.58,2,88,8.3,12.21,Low,Student shows overall stability
61,6.88,23,76,6.1,62.29,High,Low attendance
94,9.72,1,98,7.7,10.04,Low,Student shows overall stability
17,2.11,51,28,1.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
62,6.65,41,59,6.8,73.45,High,Low attendance
41,4.06,72,35,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
97,9.3,5,89,7.1,15.05,Low,Student shows overall stability
77,6.42,48,65,6.8,66.69,High,Student shows overall stability
49,3.28,103,37,0.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
19,4.51,96,37,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,7.43,46,57,5.5,75.5,High,Low attendance
53,5.44,84,8,0.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
2,0.55,115,28,3.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
68,6.18,12,63,5.5,59.28,High,Student shows overall stability
38,5.42,94,22,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
88,9.14,1,97,7.9,15.58,Low,Student shows overall stability
69,6.92,34,51,5.9,67.74,High,Student shows overall stability
85,8.96,2,92,7.1,21.39,Low,Student shows overall stability
65,7.09,21,66,6.1,59.6,High,Student shows overall stability
81,8.54,4,83,7.3,28.24,Medium,Student shows overall stability
100,8.09,1,90,9.2,11.55,Low,Student shows overall stability
87,9.7,8,98,9.6,13.28,Low,Student shows overall stability
4,1.89,111,18,0.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
98,8.8,9,86,9.2,14.57,Low,Student shows overall stability
84,9.33,6,86,8.8,20.15,Low,Student shows overall stability
84,8.6,4,84,8.7,23.18,Low,Student shows overall stability
74,7.23,42,60,5.3,65.66,High,Student shows overall stability
77,5.61,35,65,6.1,66.46,High,Student shows overall stability
75,6.47,47,51,6.8,70.26,High,Student shows overall stability
37,0.0,57,26,2.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
76,6.43,38,75,6.7,61.07,High,Student shows overall stability
65,6.47,21,52,5.9,66.06,High,Student shows overall stability
47,2.07,89,24,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
68,5.83,11,74,6.8,55.7,High,Student shows overall stability
33,0.69,42,41,3.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
75,6.76,28,52,5.3,62.98,High,Student shows overall stability
91,9.12,8,83,9.3,17.62,Low,Student shows overall stability
28,4.91,116,40,1.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,8.05,5,83,10.0,17.36,Low,Student shows overall stability
28,1.31,54,30,0.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
89,7.76,2,81,7.8,25.3,Medium,Student shows overall stability
30,4.54,65,28,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
24,0.17,92,2,2.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
37,4.23,104,20,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
91,8.71,0,87,8.0,16.21,Low,Student shows overall stability
86,9.48,7,93,9.4,16.0,Low,Student shows overall stability
8,5.17,108,34,2.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
60,6.05,46,68,6.9,78.41,High,Low attendance
81,9.25,2,81,9.0,20.55,Low,Student shows overall stability
4,5.24,59,37,2.7,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
85,8.31,2,80,8.6,23.72,Low,Student shows overall stability
18,3.37,64,34,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
86,8.13,5,82,8.9,24.93,Low,Student shows overall stability
4,2.5,72,7,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
75,5.68,21,62,6.6,60.44,High,Student shows overall stability
45,5.05,86,43,0.5,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
49,3.43,54,35,0.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
95,9.28,7,97,7.4,15.05,Low,Student shows overall stability
25,0.24,94,15,1.8,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
100,7.76,0,80,9.4,14.05,Low,Student shows overall stability
56,1.99,97,13,2.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
66,6.18,27,72,5.0,67.76,High,Student shows overall stability
87,8.51,0,96,9.8,13.76,Low,Student shows overall stability
55,2.68,64,3,3.9,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
10,1.68,100,29,1.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
95,9.69,7,91,7.9,13.15,Low,Student shows overall stability
42,2.08,56,31,1.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
79,6.96,18,77,6.0,48.26,Medium,Student shows overall stability
99,9.44,0,80,9.8,7.07,Low,Student shows overall stability
46,0.29,65,13,2.7,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
89,8.17,7,83,7.2,27.09,Medium,Student shows overall stability
92,8.96,8,99,8.6,16.0,Low,Student shows overall stability
88,9.15,7,99,9.2,15.88,Low,Student shows overall stability
62,6.27,20,66,6.4,64.71,High,Low attendance
78,5.8,40,60,5.1,70.02,High,Student shows overall stability
49,1.07,41,19,0.4,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
77,5.72,35,68,5.4,66.71,High,Student shows overall stability
67,7.25,46,67,4.5,72.13,High,Student shows overall stability
69,6.75,44,60,5.7,71.68,High,Student shows overall stability
66,5.63,37,60,4.1,79.71,High,Student shows overall stability
42,5.48,87,21,2.0,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
31,1.37,52,4,1.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
68,5.91,44,54,5.9,77.65,High,Student shows overall stability
87,9.06,0,90,7.5,17.28,Low,Student shows overall stability
13,3.09,51,44,1.3,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
28,1.16,46,29,3.9,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
96,7.54,5,98,7.3,21.35,Low,Student shows overall stability
84,7.75,5,81,10.0,25.79,Medium,Student shows overall stability
80,9.8,8,90,7.2,22.69,Low,Student shows overall stability
22,4.92,50,21,1.1,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
41,1.42,117,17,3.2,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
53,0.68,111,3,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
48,1.47,111,38,2.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
84,9.5,7,86,8.1,21.04,Low,Student shows overall stability
93,7.94,5,83,7.2,24.69,Low,Student shows overall stability
66,6.49,14,52,5.5,62.44,High,Student shows overall stability
79,5.82,20,57,6.6,57.58,High,Student shows overall stability
6,0.52,58,8,3.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
75,5.88,34,69,4.3,68.91,High,Student shows overall stability
66,5.85,25,76,4.1,69.58,High,Student shows overall stability
78,5.57,37,70,6.0,66.04,High,Student shows overall stability
47,0.66,69,21,0.6,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
10,4.97,115,5,0.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
81,9.82,1,80,9.5,16.22,Low,Student shows overall stability
7,1.41,99,32,3.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
87,9.51,0,90,8.2,14.16,Low,Student shows overall stability
64,5.7,17,74,4.3,67.27,High,Low attendance
82,9.91,4,99,9.1,13.58,Low,Student shows overall stability
93,9.31,5,90,9.1,13.19,Low,Student shows overall stability
82,9.44,5,87,8.3,20.82,Low,Student shows overall stability
67,6.23,24,61,6.5,64.55,High,Student shows overall stability
45,3.69,119,28,1.1,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
28,3.09,97,20,0.3,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
50,2.8,104,19,1.4,100.0,High,"Low attendance, Low academic performance, Financial stress due to fee delay, Poor assignment completion, Low engagement / motivation"
89,9.17,8,82,9.0,19.3,Low,Student shows overall stability
48,0.21,50,35,2.0,100.0,High,"Low attendance, Low academic performance, Poor assignment completion, Low engagement / motivation"
86,7.81,0,83,9.7,19.74,Low,Student shows overall stability
62,6.79,40,55,6.5,73.69,High,Low attendance
75,7.24,38,60,6.1,61.76,High,Student shows overall stability
