attendance,cgpa,fee_delay,assignments,engagement,risk_score
10,6.24,109,61,6.1,100.0
38,7.62,90,66,5.9,92.68
78,6.59,27,80,6.2,34.31
63,5.81,23,73,4.7,54.93
97,9.3,8,70,6.5,11.68
13,5.98,103,62,7.2,100.0
36,9.21,8,78,6.6,44.51
72,7.27,26,71,5.9,35.22
27,5.13,32,79,5.4,100.0
90,9.01,4,85,8.1,9.62
48,7.86,49,87,4.9,62.28
70,5.7,49,68,5.4,52.04
70,7.1,13,63,5.2,34.13
17,4.74,35,69,7.5,100.0
21,5.42,47,64,6.6,100.0
31,6.18,6,70,8.5,72.28
45,9.49,116,67,7.9,64.8
94,9.22,0,77,7.6,8.17
73,6.58,22,81,5.7,35.67
42,6.13,93,61,4.9,100.0
54,4.84,46,65,6.1,81.33
84,8.82,2,76,7.7,13.03
85,9.36,12,75,8.4,12.89
64,7.24,25,68,4.5,46.25
9,6.32,5,75,7.8,96.55
33,7.02,3,71,4.9,63.22
81,9.28,11,71,8.8,14.35
22,6.91,46,79,4.7,97.73
90,9.48,0,76,8.5,7.2
99,9.64,11,82,8.4,8.18
60,5.78,47,74,6.7,67.7
32,5.25,93,68,6.0,100.0
94,8.81,6,73,6.1,13.28
35,8.26,59,64,7.8,76.07
74,5.96,25,83,5.3,38.89
76,5.59,40,70,6.6,45.22
48,7.68,59,60,7.9,69.6
74,7.31,39,81,4.7,36.75
81,7.92,10,76,8.2,20.28
16,7.4,9,84,8.2,79.37
87,8.54,1,76,7.9,12.82
54,6.06,17,72,8.5,56.28
73,6.59,36,73,5.1,40.95
89,9.56,9,80,6.2,11.3
85,9.91,3,72,6.1,9.93
16,5.91,84,68,4.4,100.0
7,5.88,39,75,7.7,100.0
16,9.36,4,76,7.2,60.14
76,6.7,44,72,5.0,41.3
66,6.32,43,83,5.7,47.82
64,5.56,13,74,4.2,50.62
32,5.65,78,73,8.6,100.0
81,7.65,6,76,8.2,20.31
61,6.33,36,60,4.0,60.51
93,8.27,11,72,8.2,15.6
50,8.04,107,77,7.9,74.46
76,5.8,47,83,5.7,45.33
93,8.86,0,81,8.9,8.25
97,8.3,3,85,8.7,10.28
86,9.03,7,86,7.8,11.73
81,8.5,13,76,6.7,19.72
63,6.42,44,76,6.6,59.15
61,6.18,41,73,5.5,62.09
3,6.61,106,81,8.5,100.0
16,9.12,81,62,8.4,94.22
13,8.78,18,68,8.2,76.09
3,7.85,87,68,4.4,100.0
14,5.19,27,69,5.8,100.0
84,9.28,12,85,8.8,12.11
61,5.94,45,83,4.7,64.28
90,8.73,1,78,8.4,10.47
62,6.28,46,71,5.7,62.87
92,8.13,6,85,7.0,14.29
66,6.72,45,69,4.8,47.92
92,8.2,12,78,7.9,16.0
90,7.58,14,78,7.6,19.92
81,7.61,9,80,7.0,21.85
49,9.49,115,62,5.0,63.85
4,5.39,91,67,5.2,100.0
95,9.78,11,71,6.7,10.66
93,7.89,13,72,9.0,17.14
71,6.27,33,60,5.4,44.43
6,6.07,65,67,5.6,100.0
61,6.86,25,81,6.5,49.12
3,7.83,98,68,7.4,100.0
71,5.9,49,71,5.8,49.98
48,8.36,26,71,5.1,50.63
15,7.06,8,89,4.8,84.21
69,7.35,17,62,4.0,34.79
25,5.48,22,82,6.1,95.21
90,8.99,13,76,8.6,13.2
67,5.59,21,62,6.0,46.74
83,8.34,14,86,6.4,19.06
4,6.9,50,61,4.7,100.0
69,7.44,38,64,4.6,40.62
97,8.64,3,89,6.6,10.23
69,5.71,21,69,6.2,43.74
65,5.98,17,82,5.0,42.4
15,9.02,110,74,7.8,99.12
87,9.74,4,78,7.4,8.68
93,7.89,6,85,7.4,14.68
91,8.87,7,85,6.8,12.05
70,6.26,45,74,5.8,47.15
28,7.35,5,81,7.7,64.66
1,9.09,4,69,5.1,81.41
0,7.12,55,81,8.0,100.0
46,6.75,4,87,8.6,49.37
66,6.77,48,62,5.4,49.42
70,6.22,43,60,6.6,47.93
13,8.96,68,61,6.4,96.52
76,7.3,49,61,4.4,41.24
46,6.46,70,88,6.7,83.9
62,7.23,17,75,6.5,43.09
28,4.52,36,79,8.4,100.0
76,5.75,31,73,4.9,41.8
35,7.82,37,74,5.0,71.48
65,6.57,25,79,6.9,41.29
80,9.59,0,85,6.3,10.23
62,7.17,36,63,4.2,53.51
53,9.36,94,73,5.9,61.05
92,9.15,6,87,8.1,9.08
66,6.74,14,63,5.3,38.91
