attendance,cgpa,fee_delay,assignments,engagement,risk_score,risk_category,risk_reason
29,3.89,87,3,4.0,94.17,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,6.41,15,71,6.3,36.84,Medium,Consistent academic performance
48,4.29,58,20,2.1,69.05,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
46,2.02,80,5,1.3,83.26,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
37,4.96,83,48,0.5,78.77,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
61,5.47,44,79,5.1,46.1,Medium,Consistent academic performance
19,4.04,70,41,0.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
47,3.54,46,37,1.3,68.87,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
88,9.79,2,98,8.0,8.57,Low,Consistent academic performance
92,7.98,3,100,8.6,10.01,Low,Consistent academic performance
93,8.69,4,100,7.4,8.69,Low,Consistent academic performance
62,5.53,37,50,6.5,46.27,Medium,Consistent academic performance
71,7.05,32,56,4.6,35.84,Medium,Consistent academic performance
89,9.7,3,93,8.6,8.58,Low,Consistent academic performance
93,9.25,1,96,8.5,6.84,Low,Consistent academic performance
31,2.06,30,46,2.2,85.21,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
92,8.05,0,92,9.9,9.53,Low,Consistent academic performance
25,3.67,65,44,3.4,92.26,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,7.85,6,80,8.5,20.3,Low,Consistent academic performance
70,6.94,35,52,5.9,37.01,Medium,Consistent academic performance
76,8.63,8,86,9.7,19.32,Low,Consistent academic performance
72,7.31,10,78,4.9,28.51,Low,Consistent academic performance
61,6.55,35,51,6.1,43.93,Medium,Consistent academic performance
71,6.06,21,73,5.8,34.27,Medium,Consistent academic performance
71,5.48,11,53,5.6,36.2,Medium,Consistent academic performance
55,7.13,34,54,5.1,46.41,Medium,Low attendance
83,7.7,7,93,7.9,17.51,Low,Consistent academic performance
79,9.62,8,88,8.0,15.8,Low,Consistent academic performance
92,9.91,7,90,7.7,7.94,Low,Consistent academic performance
64,6.34,27,59,4.5,41.15,Medium,Consistent academic performance
17,1.01,43,48,0.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
94,8.96,8,92,7.8,8.87,Low,Consistent academic performance
59,7.18,35,69,5.5,42.01,Medium,Low attendance
45,4.81,111,31,2.0,74.26,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
64,6.38,42,61,6.4,42.35,Medium,Consistent academic performance
65,6.99,35,52,7.0,39.52,Medium,Consistent academic performance
53,3.12,75,35,3.2,69.31,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
0,0.26,39,15,1.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
61,5.89,25,69,4.6,43.04,Medium,Consistent academic performance
42,0.56,107,6,1.9,92.76,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
94,8.04,3,83,9.1,10.19,Low,Consistent academic performance
13,4.03,78,11,3.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
68,5.63,43,61,4.4,42.92,Medium,Consistent academic performance
78,7.63,9,88,8.1,21.35,Low,Consistent academic performance
71,7.1,11,69,6.6,29.93,Low,Consistent academic performance
54,3.66,95,35,1.7,70.21,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
86,9.12,5,92,9.7,11.4,Low,Consistent academic performance
86,9.61,5,100,8.2,10.25,Low,Consistent academic performance
70,6.46,29,76,6.6,34.52,Medium,Consistent academic performance
81,9.62,2,84,9.1,13.56,Low,Consistent academic performance
69,5.35,15,66,5.6,37.23,Medium,Consistent academic performance
10,3.52,117,34,1.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
84,9.83,6,93,8.6,11.48,Low,Consistent academic performance
16,0.61,91,30,2.1,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
58,5.44,43,59,6.1,49.64,Medium,Low attendance
17,3.64,31,11,3.0,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
62,5.82,20,74,5.8,40.59,Medium,Consistent academic performance
62,5.7,19,70,6.4,40.86,Medium,Consistent academic performance
84,8.59,5,97,7.8,14.16,Low,Consistent academic performance
72,5.17,29,73,5.2,37.53,Medium,Consistent academic performance
100,9.34,5,91,7.9,4.38,Low,Consistent academic performance
5,2.76,67,23,1.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
20,2.59,114,38,1.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
74,7.09,36,59,5.5,33.78,Medium,Consistent academic performance
31,4.91,54,10,3.2,82.69,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
62,7.09,38,56,5.3,42.15,Medium,Consistent academic performance
17,0.5,113,34,3.4,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
72,5.83,33,57,4.3,38.54,Medium,Consistent academic performance
64,6.01,20,51,6.9,40.46,Medium,Consistent academic performance
46,1.42,118,3,3.4,85.93,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
29,2.41,52,15,1.3,93.54,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
52,0.57,47,47,2.4,72.18,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
67,5.79,12,75,5.5,36.0,Medium,Consistent academic performance
86,9.77,1,92,9.6,9.32,Low,Consistent academic performance
36,1.97,119,23,1.4,92.78,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
83,8.52,4,92,8.9,14.68,Low,Consistent academic performance
12,1.36,79,14,0.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
39,2.01,44,47,0.6,79.95,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
58,5.56,35,78,4.1,47.05,Medium,Low attendance
90,8.13,0,86,7.6,12.2,Low,Consistent academic performance
90,8.35,3,87,8.7,11.57,Low,Consistent academic performance
99,7.52,9,84,7.9,9.97,Low,Consistent academic performance
83,8.85,5,99,8.2,13.76,Low,Consistent academic performance
4,4.88,106,38,3.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
13,0.5,67,3,2.5,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
83,9.41,2,89,7.1,13.47,Low,Consistent academic performance
89,7.66,2,98,7.6,12.95,Low,Consistent academic performance
30,3.21,65,24,1.6,90.74,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
79,8.59,4,97,9.2,16.14,Low,Consistent academic performance
56,6.89,13,78,5.8,40.15,Medium,Low attendance
69,5.73,25,61,4.7,38.84,Medium,Consistent academic performance
75,7.92,9,96,8.2,21.56,Low,Consistent academic performance
77,8.94,5,86,7.0,18.77,Low,Consistent academic performance
58,6.75,18,53,5.5,42.64,Medium,Low attendance
98,7.83,7,95,8.3,8.3,Low,Consistent academic performance
71,6.79,25,74,6.4,32.64,Medium,Consistent academic performance
3,4.69,59,35,3.0,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
49,4.31,78,11,2.2,72.35,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
66,5.51,32,71,5.7,41.09,Medium,Consistent academic performance
90,8.78,0,97,9.5,8.72,Low,Consistent academic performance
67,5.48,29,69,6.9,39.57,Medium,Consistent academic performance
99,7.92,3,81,9.5,7.7,Low,Consistent academic performance
84,8.32,6,84,8.4,15.99,Low,Consistent academic performance
93,8.8,0,96,7.8,7.97,Low,Consistent academic performance
95,7.7,0,84,7.1,10.79,Low,Consistent academic performance
94,9.01,5,90,7.1,8.79,Low,Consistent academic performance
32,0.56,91,28,3.2,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
43,1.95,35,0,3.1,78.29,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,7.41,32,69,5.4,33.86,Medium,Consistent academic performance
79,7.86,1,94,7.8,18.4,Low,Consistent academic performance
75,10.0,2,89,8.7,15.63,Low,Consistent academic performance
77,9.33,5,92,7.8,16.86,Low,Consistent academic performance
87,9.67,7,95,9.8,9.57,Low,Consistent academic performance
67,5.87,18,66,5.9,37.53,Medium,Consistent academic performance
6,2.85,71,41,3.8,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
26,1.29,92,35,3.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
92,8.22,6,96,9.6,9.88,Low,Consistent academic performance
78,9.94,4,91,9.5,13.85,Low,Consistent academic performance
78,8.86,4,97,7.3,17.02,Low,Consistent academic performance
72,5.93,33,60,4.5,37.9,Medium,Consistent academic performance
69,5.07,18,64,4.1,39.39,Medium,Consistent academic performance
57,6.44,28,62,6.4,44.53,Medium,Low attendance
91,9.38,9,94,7.4,9.72,Low,Consistent academic performance
81,8.78,1,95,9.9,13.91,Low,Consistent academic performance
72,6.64,38,67,6.6,35.17,Medium,Consistent academic performance
56,5.93,27,77,5.4,45.57,Medium,Low attendance
63,5.61,44,67,4.7,45.72,Medium,Consistent academic performance
58,7.09,34,77,5.0,42.22,Medium,Low attendance
70,6.84,13,64,5.2,32.76,Medium,Consistent academic performance
66,7.37,21,56,5.2,35.99,Medium,Consistent academic performance
66,7.46,13,56,6.0,34.02,Medium,Consistent academic performance
54,2.48,63,5,2.0,72.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
50,1.05,73,14,0.1,81.24,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
49,1.55,32,21,2.7,71.79,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
86,8.71,0,86,7.8,13.07,Low,Consistent academic performance
9,1.45,46,5,3.0,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
8,1.09,112,20,1.6,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
34,4.0,69,47,1.3,82.3,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
86,8.58,3,93,9.5,12.28,Low,Consistent academic performance
71,5.46,44,66,6.1,40.19,Medium,Consistent academic performance
94,8.06,9,94,7.4,10.91,Low,Consistent academic performance
11,3.64,113,38,3.9,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
95,8.92,7,89,7.5,8.68,Low,Consistent academic performance
15,2.85,64,2,1.0,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
61,5.44,19,59,6.1,43.52,Medium,Consistent academic performance
65,6.12,11,55,4.5,38.77,Medium,Consistent academic performance
56,5.65,34,61,4.4,49.64,Medium,Low attendance
10,0.82,52,26,2.5,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
96,9.07,0,87,8.7,6.24,Low,Consistent academic performance
72,6.32,27,55,4.3,36.52,Medium,Consistent academic performance
50,1.46,39,14,0.5,74.14,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
17,1.1,45,37,0.6,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
29,3.33,109,4,2.6,97.15,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
44,3.71,90,26,1.3,79.37,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
61,5.34,14,72,6.5,41.49,Medium,Consistent academic performance
31,3.55,48,8,3.7,86.18,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
50,2.18,32,28,3.7,67.81,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
100,7.69,0,100,8.2,5.82,Low,Consistent academic performance
56,5.16,20,64,5.9,47.63,Medium,Low attendance
57,6.35,37,56,6.3,46.96,Medium,Low attendance
19,0.2,80,1,3.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
9,0.28,31,33,1.9,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
9,1.38,65,20,0.3,100.0,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
48,4.91,34,45,3.3,60.1,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
25,3.58,55,7,1.4,95.66,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
70,5.1,12,69,6.1,36.13,Medium,Consistent academic performance
15,2.3,50,1,2.7,100.0,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
37,4.19,40,7,1.0,77.98,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
60,5.25,30,73,4.1,46.15,Medium,Consistent academic performance
30,3.16,38,14,2.7,86.86,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
53,0.93,113,44,0.7,78.57,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
97,8.49,5,95,8.7,6.93,Low,Consistent academic performance
32,2.71,117,12,0.1,96.34,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
42,4.19,101,22,2.7,79.29,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
41,1.76,56,45,1.2,80.71,High,"Low attendance, Poor academic performance, Low assignment completion, Low class engagement"
26,4.81,103,41,0.7,92.84,High,"Low attendance, Poor academic performance, High fee delay, Low assignment completion, Low class engagement"
